offsize,cousize,num_procs,epsilon,interval,delta,alpha,num_events,avg_send_time,avg_recv_time,system_clock_time
36.2535,4.00004,32,300,20,128,0.0004,953,807.45,482.319,900
38.0358,4.00004,32,300,20,128,0.0008,2606,696.124,383.768,1200
38.7315,4.00004,32,300,20,128,0.0016,5088,619.025,339.919,800
39.212,4.00004,32,300,20,128,0.0032,10346,605.848,313.192,800
0.801858,4.00004,32,300,20,256,0.0001,96,1451.04,494.444,1100
14.6805,4.00004,32,300,20,256,0.0002,314,1016.88,492.261,1000
31.0724,4.00004,32,300,20,256,0.0004,1086,726.335,492.39,900
37.7098,4.00004,32,300,20,256,0.0008,2535,683.511,394.402,800
38.7286,4.00004,32,300,20,256,0.0016,5161,607.189,329.513,900
37.2409,4.00004,32,300,20,256,0.0032,10254,578.564,258.683,800
0.385094,4.00004,32,400,5,1,0.0001,50,1574,337.333,1100
0.247588,4.00004,32,400,5,1,0.0002,108,1277.78,292.346,1100
2.46835,4.00004,32,400,5,1,0.0004,383,967.363,377.817,1000
31.9588,4.00004,32,400,5,1,0.0008,1439,754.899,445.809,1100
36.0656,4.00004,32,400,5,1,0.0016,4903,592.862,341.732,800
37.5538,4.00004,32,400,5,1,0.0032,10221,562.597,332.026,800
0.257384,4.00004,32,400,5,2,0.0001,42,1550,308.135,1200
1.64862,4.00004,32,400,5,2,0.0002,161,1102.48,379.006,900
8.47313,4.00004,32,400,5,2,0.0004,292,924.658,399.486,1100
31.1268,4.00004,32,400,5,2,0.0008,1381,722.592,355.274,800
36.0053,4.00004,32,400,5,2,0.0016,4901,618.833,376.002,800
39.5325,4.00004,32,400,5,2,0.0032,10384,577.456,333.976,900
0.48766,4.00004,32,400,5,4,0.0001,48,1283.33,411.806,1400
0.572111,4.00004,32,400,5,4,0.0002,117,1145.3,388.105,1500
15.2573,4.00004,32,400,5,4,0.0004,414,845.894,400.328,800
23.67,4.00004,32,400,5,4,0.0008,1503,686.494,352.153,800
38.8555,4.00004,32,400,5,4,0.0016,5097,604.63,360.341,900
37.521,4.00004,32,400,5,4,0.0032,10419,573.961,323.534,800
0.172854,4.00004,32,400,5,8,0.0001,61,1229.51,327.322,1100
0.213151,4.00004,32,400,5,8,0.0002,103,1051.46,341.611,900
12.0487,4.00004,32,400,5,8,0.0004,434,854.608,410.217,900
33.5752,4.00004,32,400,5,8,0.0008,1517,737.508,376.68,800
38.9885,4.00004,32,400,5,8,0.0016,5026,589.654,340.61,700
39.5157,4.00004,32,400,5,8,0.0032,10241,580.822,335.172,800
0.285821,4.00004,32,400,5,16,0.0001,63,1326.98,298.413,1200
0.598352,4.00004,32,400,5,16,0.0002,134,1091.04,370.062,900
13.005,4.00004,32,400,5,16,0.0004,342,1065.5,419.196,800
29.0453,4.00004,32,400,5,16,0.0008,1238,712.116,418.971,900
38.9667,4.00004,32,400,5,16,0.0016,4621,582.341,349.611,800
39.4585,4.00004,32,400,5,16,0.0032,10159,551.186,318.202,800
0.23347,4.00004,32,400,5,32,0.0001,70,1548.57,339.881,1300
0.315117,4.00004,32,400,5,32,0.0002,160,1035,373.14,1000
1.57721,4.00004,32,400,5,32,0.0004,381,879.528,378.515,1900
33.9123,4.00004,32,400,5,32,0.0008,1454,673.384,389.357,800
38.8836,4.00004,32,400,5,32,0.0016,4883,587.897,348.697,800
39.543,4.00004,32,400,5,32,0.0032,10195,564.11,315.201,800
0.201152,4.00004,32,400,5,64,0.0001,53,1383.02,311.321,800
0.760728,4.00004,32,400,5,64,0.0002,165,1032.73,361.717,900
7.6136,4.00004,32,400,5,64,0.0004,452,838.717,422.95,1000
32.5763,4.00004,32,400,5,64,0.0008,1448,709.945,425.927,900
36.9014,4.00004,32,400,5,64,0.0016,4770,615.01,358.987,1200
39.4337,4.00004,32,400,5,64,0.0032,10425,572.892,325.951,800
0.292167,4.00004,32,400,5,128,0.0001,69,1339.13,339.13,1200
0.227347,4.00004,32,400,5,128,0.0002,112,1111.61,349.479,900
3.41612,4.00004,32,400,5,128,0.0004,389,873.008,454.13,1000
27.7145,4.00004,32,400,5,128,0.0008,1680,687.56,374.197,800
38.7683,4.00004,32,400,5,128,0.0016,4772,622.527,343.536,800
37.357,4.00004,32,400,5,128,0.0032,10349,569.514,300.131,800
0.190766,4.00004,32,400,5,256,0.0001,62,1395.16,362.366,1000
0.312196,4.00004,32,400,5,256,0.0002,114,1102.63,386.257,1700
9.91825,4.00004,32,400,5,256,0.0004,406,995.074,488.804,900
32.9319,4.00004,32,400,5,256,0.0008,1509,678.197,355.568,800
36.594,4.00004,32,400,5,256,0.0016,4988,643.765,325.927,800
39.2512,4.00004,32,400,5,256,0.0032,10431,585.754,271.156,900
0.590572,4.00004,32,400,10,1,0.0001,90,1317.78,402.389,1000
3.56628,4.00004,32,400,10,1,0.0002,204,1115.2,452.116,1100
24.5558,4.00004,32,400,10,1,0.0004,680,959.853,662.353,900
37.6831,4.00004,32,400,10,1,0.0008,2377,776.188,527.191,800
38.8107,4.00004,32,400,10,1,0.0016,5075,621.458,335.553,800
39.4208,4.00004,32,400,10,1,0.0032,10116,588.553,353.954,800
0.470601,4.00004,32,400,10,2,0.0001,80,1302.5,402.042,1100
5.81281,4.00004,32,400,10,2,0.0002,240,931.25,407.521,1600
25.9934,4.00004,32,400,10,2,0.0004,663,1019.31,595.566,900
37.8364,4.00004,32,400,10,2,0.0008,2445,657.791,366.68,900
39.1694,4.00004,32,400,10,2,0.0016,5056,647.488,396.005,1000
39.4953,4.00004,32,400,10,2,0.0032,10291,586.085,334.125,900
0.372173,4.00004,32,400,10,4,0.0001,56,1292.86,432.44,1500
4.19395,4.00004,32,400,10,4,0.0002,191,1143.46,554.808,900
27.0609,4.00004,32,400,10,4,0.0004,555,868.468,456.046,800
38.0845,4.00004,32,400,10,4,0.0008,2422,813.46,571.085,900
38.9202,4.00004,32,400,10,4,0.0016,5148,603.885,351.269,800
39.5277,4.00004,32,400,10,4,0.0032,10273,582.926,340.266,800
0.643227,4.00004,32,400,10,8,0.0001,92,1395.65,439.04,1000
2.80078,4.00004,32,400,10,8,0.0002,212,1193.87,502.909,1100
33.1999,4.00004,32,400,10,8,0.0004,710,793.521,377.625,1000
36.0954,4.00004,32,400,10,8,0.0008,2458,635.11,360.616,900
36.8348,4.00004,32,400,10,8,0.0016,5101,644.638,439.473,800
37.5662,4.00004,32,400,10,8,0.0032,10101,596.347,381.984,800
0.44767,4.00004,32,400,10,16,0.0001,74,1435.14,388.176,1000
8.87573,4.00004,32,400,10,16,0.0002,264,981.818,457.386,900
30.3866,4.00004,32,400,10,16,0.0004,760,805,473.908,700
36.0721,4.00004,32,400,10,16,0.0008,2264,674.912,444.858,700
36.9326,4.00004,32,400,10,16,0.0016,5094,614.88,368.903,700
39.4615,4.00004,32,400,10,16,0.0032,10245,576.554,337.134,800
0.567253,4.00004,32,400,10,32,0.0001,70,1388.57,465.119,1300
1.49455,4.00004,32,400,10,32,0.0002,222,1059.91,486.727,900
19.8902,4.00004,32,400,10,32,0.0004,515,960.971,528.051,1100
34.5998,4.00004,32,400,10,32,0.0008,2500,856.24,645.96,800
38.7698,4.00004,32,400,10,32,0.0016,4999,669.894,476.51,800
39.4374,4.00004,32,400,10,32,0.0032,10200,583.216,328.729,800
0.576003,4.00004,32,400,10,64,0.0001,76,1410.53,513.596,1000
14.3597,4.00004,32,400,10,64,0.0002,276,953.623,430.03,1100
31.0251,4.00004,32,400,10,64,0.0004,732,702.049,377.12,1300
35.8062,4.00004,32,400,10,64,0.0008,2597,655.718,401.081,800
39.0416,4.00004,32,400,10,64,0.0016,5232,610.226,347.531,800
39.3954,4.00004,32,400,10,64,0.0032,10071,575.087,333.675,800
0.294895,4.00004,32,400,10,128,0.0001,58,1356.9,406.466,1000
5.07303,4.00004,32,400,10,128,0.0002,202,1073.76,542.092,1000
30.8123,4.00004,32,400,10,128,0.0004,675,809.185,524.054,900
37.6998,4.00004,32,400,10,128,0.0008,2533,627.635,375.251,800
36.8903,4.00004,32,400,10,128,0.0016,5143,639.529,366.977,800
39.3168,4.00004,32,400,10,128,0.0032,10376,564.755,307.705,800
0.6544,4.00004,32,400,10,256,0.0001,83,1556.63,561.044,800
5.57384,4.00004,32,400,10,256,0.0002,210,959.524,409.429,900
30.85,4.00004,32,400,10,256,0.0004,741,755.196,428.482,1200
37.8759,4.00004,32,400,10,256,0.0008,2442,647.052,364.96,900
35.8156,4.00004,32,400,10,256,0.0016,5026,586.331,305.081,800
39.1871,4.00004,32,400,10,256,0.0032,10167,599.705,275.454,800
2.80952,4.00004,32,400,15,1,0.0001,113,1339.82,483.923,1400
8.08855,4.00004,32,400,15,1,0.0002,235,1157.87,623.787,1000
35.6908,4.00004,32,400,15,1,0.0004,1189,806.981,504.058,900
36.1759,4.00004,32,400,15,1,0.0008,2534,687.017,393.147,1300
39.1495,4.00004,32,400,15,1,0.0016,5284,657.248,377.634,800
39.6106,4.00004,32,400,15,1,0.0032,10340,590.629,341.934,800
1.4955,4.00004,32,400,15,2,0.0001,85,1247.06,516.667,900
11.2895,4.00004,32,400,15,2,0.0002,286,1172.03,666.807,1100
33.1965,4.00004,32,400,15,2,0.0004,1264,758.703,470.741,800
36.3405,4.00004,32,400,15,2,0.0008,2547,660.424,350.177,900
37.0571,4.00004,32,400,15,2,0.0016,5036,611.16,342.54,800
39.517,4.00004,32,400,15,2,0.0032,10193,554.263,325.119,800
1.10889,4.00004,32,400,15,4,0.0001,76,1464.47,448.465,1300
20.0403,4.00004,32,400,15,4,0.0002,363,1244.08,663.131,1300
34.8047,4.00004,32,400,15,4,0.0004,1016,800.295,458.084,900
38.0043,4.00004,32,400,15,4,0.0008,2596,654.314,369.267,1000
38.8608,4.00004,32,400,15,4,0.0016,5110,609.335,375.267,900
39.5038,4.00004,32,400,15,4,0.0032,10242,592.335,330.313,800
2.22734,4.00004,32,400,15,8,0.0001,103,1682.52,500.162,1200
18.3151,4.00004,32,400,15,8,0.0002,352,1024.72,571.539,900
32.5772,4.00004,32,400,15,8,0.0004,1116,796.953,457.746,1000
36.1359,4.00004,32,400,15,8,0.0008,2527,680.451,369.384,800
39.0244,4.00004,32,400,15,8,0.0016,5011,645.64,359.664,900
37.4862,4.00004,32,400,15,8,0.0032,10162,562.862,331.883,800
1.37197,4.00004,32,400,15,16,0.0001,114,1265.79,460.965,900
11.8221,4.00004,32,400,15,16,0.0002,284,1139.44,618.908,1000
27.3631,4.00004,32,400,15,16,0.0004,871,842.71,449.359,900
35.9936,4.00004,32,400,15,16,0.0008,2450,639.102,364.19,800
38.9327,4.00004,32,400,15,16,0.0016,5018,677.361,440.378,800
39.5135,4.00004,32,400,15,16,0.0032,10280,561.848,336.225,800
1.14481,4.00004,32,400,15,32,0.0001,113,1291.15,509.071,1300
12.8351,4.00004,32,400,15,32,0.0002,280,971.429,505.512,800
35.6783,4.00004,32,400,15,32,0.0004,1217,782.58,484.723,900
35.0329,4.00004,32,400,15,32,0.0008,2561,636.822,379.936,800
37.0855,4.00004,32,400,15,32,0.0016,5201,637.531,383.548,900
37.5054,4.00004,32,400,15,32,0.0032,10254,554.281,320.32,800
1.03331,4.00004,32,400,15,64,0.0001,98,1160.2,417.517,1100
10.6282,4.00004,32,400,15,64,0.0002,291,1052.23,504.485,1000
32.5769,4.00004,32,400,15,64,0.0004,1215,696.79,395.827,800
37.7424,4.00004,32,400,15,64,0.0008,2662,704.207,389.597,800
38.856,4.00004,32,400,15,64,0.0016,5091,621.901,356.567,800
39.4242,4.00004,32,400,15,64,0.0032,10222,580.522,306.935,800
0.967269,4.00004,32,400,15,128,0.0001,96,1170.83,571.424,1000
9.46103,4.00004,32,400,15,128,0.0002,249,948.193,505.422,1100
34.0216,4.00004,32,400,15,128,0.0004,1059,692.635,403.399,800
37.9316,4.00004,32,400,15,128,0.0008,2632,651.482,358.876,800
38.7364,4.00004,32,400,15,128,0.0016,5194,601.81,318.66,800
39.2941,4.00004,32,400,15,128,0.0032,10088,575.397,298.007,900
1.2181,4.00004,32,400,15,256,0.0001,89,1392.13,585.487,900
15.6328,4.00004,32,400,15,256,0.0002,313,1061.34,656.171,800
34.6532,4.00004,32,400,15,256,0.0004,1062,746.61,415.598,900
38.0497,4.00004,32,400,15,256,0.0008,2682,627.927,348.381,1100
38.7878,4.00004,32,400,15,256,0.0016,5077,624.404,344.41,800
39.2271,4.00004,32,400,15,256,0.0032,10327,566.118,261.223,900
0.146167,4.00004,32,500,2,1,0.0001,49,1428.57,292.687,900
0.184015,4.00004,32,500,2,1,0.0002,55,1327.27,313.03,1100
2.1316,4.00004,32,500,2,1,0.0004,230,955.652,309.899,1000
9.83498,4.00004,32,500,2,1,0.0008,762,828.74,381.845,800
34.1826,4.00004,32,500,2,1,0.0016,3141,647.405,365.21,800
39.423,4.00004,32,500,2,1,0.0032,9771,585.529,375.078,900
0.230261,4.00004,32,500,2,2,0.0001,46,1332.61,465.58,1000
0.157789,4.00004,32,500,2,2,0.0002,96,1119.79,312.812,1100
0.754179,4.00004,32,500,2,2,0.0004,232,972.845,383.259,1000
14.6671,4.00004,32,500,2,2,0.0008,602,777.243,366.633,800
24.4916,4.00004,32,500,2,2,0.0016,2966,635.401,375.545,800
36.4984,4.00004,32,500,2,2,0.0032,10081,609.176,358.147,800
0.196509,4.00004,32,500,2,4,0.0001,44,1613.64,379.545,1100
0.240501,4.00004,32,500,2,4,0.0002,68,1183.82,318.505,1200
0.620944,4.00004,32,500,2,4,0.0004,167,1079.04,341.775,900
9.37442,4.00004,32,500,2,4,0.0008,615,878.537,350.281,800
31.176,4.00004,32,500,2,4,0.0016,2795,672.88,398.567,1100
36.4935,4.00004,32,500,2,4,0.0032,10064,581.568,367.519,800
0.222974,4.00004,32,500,2,8,0.0001,32,1634.38,289.062,1600
0.236262,4.00004,32,500,2,8,0.0002,106,1152.83,307.877,1100
0.733205,4.00004,32,500,2,8,0.0004,212,1008.96,376.847,700
8.41259,4.00004,32,500,2,8,0.0008,800,792.75,334.819,900
29.3954,4.00004,32,500,2,8,0.0016,2483,688.441,409.541,900
39.5374,4.00004,32,500,2,8,0.0032,9687,572.644,339.618,800
0.194808,4.00004,32,500,2,16,0.0001,44,1593.18,359.848,1100
0.438298,4.00004,32,500,2,16,0.0002,100,1377,353.55,1500
0.648864,4.00004,32,500,2,16,0.0004,225,956.444,312.533,1200
1.70023,4.00004,32,500,2,16,0.0008,745,766.174,394.707,1000
36.0798,4.00004,32,500,2,16,0.0016,2679,643.561,334.107,800
37.5418,4.00004,32,500,2,16,0.0032,9961,554.051,323.836,900
0.165671,4.00004,32,500,2,32,0.0001,36,1666.67,281.944,1700
0.160334,4.00004,32,500,2,32,0.0002,80,1307.5,330.312,900
0.840061,4.00004,32,500,2,32,0.0004,222,958.559,369.47,1100
18.5323,4.00004,32,500,2,32,0.0008,802,780.175,357.389,900
29.9233,4.00004,32,500,2,32,0.0016,2796,656.581,361.867,800
39.4218,4.00004,32,500,2,32,0.0032,9452,573.275,348.332,800
0.267033,4.00004,32,500,2,64,0.0001,37,1332.43,402.703,1200
0.182946,4.00004,32,500,2,64,0.0002,76,1113.16,367.982,1100
2.20474,4.00004,32,500,2,64,0.0004,198,1007.58,367.298,900
2.24945,4.00004,32,500,2,64,0.0008,823,797.934,432.379,1100
30.0987,4.00004,32,500,2,64,0.0016,2531,610.668,321.648,800
37.4099,4.00004,32,500,2,64,0.0032,9766,599.017,330.318,800
0.299661,4.00004,32,500,2,128,0.0001,42,1483.33,376.984,1200
0.13378,4.00004,32,500,2,128,0.0002,64,1114.06,340.885,1800
1.70901,4.00004,32,500,2,128,0.0004,260,921.538,353.619,900
10.6189,4.00004,32,500,2,128,0.0008,861,726.829,362.483,2000
30.9269,4.00004,32,500,2,128,0.0016,2878,622.794,334.451,800
37.4256,4.00004,32,500,2,128,0.0032,10013,551.004,300.963,800
0.201902,4.00004,32,500,2,256,0.0001,38,1600,357.456,1100
0.1864,4.00004,32,500,2,256,0.0002,63,1228.57,358.995,1300
1.13235,4.00004,32,500,2,256,0.0004,241,968.88,451.826,900
10.0272,4.00004,32,500,2,256,0.0008,700,771,327.431,800
35.3833,4.00004,32,500,2,256,0.0016,3100,638.484,328.766,800
39.1842,4.00004,32,500,2,256,0.0032,9902,580.317,257.985,800
0.589994,4.00004,32,500,4,1,0.0001,52,1336.54,417.308,1000
1.63877,4.00004,32,500,4,1,0.0002,138,1103.62,371.377,1100
14.0527,4.00004,32,500,4,1,0.0004,394,874.619,360.981,1000
29.947,4.00004,32,500,4,1,0.0008,1482,721.525,422.079,900
39.0096,4.00004,32,500,4,1,0.0016,4826,605.222,365.296,800
37.5682,4.00004,32,500,4,1,0.0032,10364,604.583,350.5,800
0.188691,4.00004,32,500,4,2,0.0001,56,1212.5,441.667,1000
0.661986,4.00004,32,500,4,2,0.0002,146,1036.99,295.89,1300
7.29555,4.00004,32,500,4,2,0.0004,398,847.99,347.715,1000
35.0203,4.00004,32,500,4,2,0.0008,1401,692.434,354.773,800
37.0943,4.00004,32,500,4,2,0.0016,5083,580.287,348.697,800
39.4918,4.00004,32,500,4,2,0.0032,10191,573.378,338.819,800
0.215682,4.00004,32,500,4,4,0.0001,63,1204.76,310.714,900
0.312525,4.00004,32,500,4,4,0.0002,123,1120.33,335.163,1300
8.78383,4.00004,32,500,4,4,0.0004,467,855.675,366.035,800
24.6749,4.00004,32,500,4,4,0.0008,1573,697.902,415.106,900
38.8996,4.00004,32,500,4,4,0.0016,4826,623.228,387.189,800
39.4888,4.00004,32,500,4,4,0.0032,10400,558.827,317.832,1000
0.223048,4.00004,32,500,4,8,0.0001,46,1884.78,379.891,1000
0.386036,4.00004,32,500,4,8,0.0002,118,1283.05,776.751,900
8.1751,4.00004,32,500,4,8,0.0004,342,1002.92,345.604,1100
31.056,4.00004,32,500,4,8,0.0008,1319,771.114,478.818,700
39.003,4.00004,32,500,4,8,0.0016,4794,603.442,387.031,900
39.4161,4.00004,32,500,4,8,0.0032,10418,580.735,334.712,800
0.260479,4.00004,32,500,4,16,0.0001,64,1625,317.865,1200
1.42639,4.00004,32,500,4,16,0.0002,135,1120,351.481,1600
4.97939,4.00004,32,500,4,16,0.0004,447,919.463,420.984,800
31.3425,4.00004,32,500,4,16,0.0008,1594,700.125,374.63,800
36.0992,4.00004,32,500,4,16,0.0016,5047,614.345,337.253,800
37.5506,4.00004,32,500,4,16,0.0032,10400,577.865,326.505,800
0.480813,4.00004,32,500,4,32,0.0001,50,1780,374,1100
0.440993,4.00004,32,500,4,32,0.0002,116,1180.17,420.776,1400
8.72803,4.00004,32,500,4,32,0.0004,424,1004.48,543.589,900
31.0418,4.00004,32,500,4,32,0.0008,1214,694.399,366.279,1100
38.8329,4.00004,32,500,4,32,0.0016,5132,633.106,382.666,900
39.4983,4.00004,32,500,4,32,0.0032,10226,581.615,333.119,900
0.294627,4.00004,32,500,4,64,0.0001,49,1844.9,377.891,1100
0.510647,4.00004,32,500,4,64,0.0002,126,1076.98,484.656,900
1.46744,4.00004,32,500,4,64,0.0004,483,871.429,408.986,1100
28.0067,4.00004,32,500,4,64,0.0008,1348,713.131,406.529,800
35.9245,4.00004,32,500,4,64,0.0016,4742,615.352,355.457,900
39.4115,4.00004,32,500,4,64,0.0032,10178,592.631,351.796,800
0.375126,4.00004,32,500,4,128,0.0001,56,1466.07,420.238,1700
0.466385,4.00004,32,500,4,128,0.0002,132,1066.67,378.826,1100
8.54826,4.00004,32,500,4,128,0.0004,391,861.125,396.552,1200
25.3018,4.00004,32,500,4,128,0.0008,1607,680.772,360.635,800
38.8284,4.00004,32,500,4,128,0.0016,4819,611.102,328.751,800
39.3116,4.00004,32,500,4,128,0.0032,10381,577.343,300.511,800
0.20258,4.00004,32,500,4,256,0.0001,77,1070.13,415.043,1400
0.885029,4.00004,32,500,4,256,0.0002,111,1241.44,466.107,1200
8.52897,4.00004,32,500,4,256,0.0004,407,865.111,392.398,800
28.2798,4.00004,32,500,4,256,0.0008,1755,690.598,371.283,800
34.816,4.00004,32,500,4,256,0.0016,4885,629.826,334.488,900
39.1643,4.00004,32,500,4,256,0.0032,10261,564.234,266.545,800
0.389183,4.00004,32,500,6,1,0.0001,71,1428.17,324.648,1500
0.836073,4.00004,32,500,6,1,0.0002,192,1029.69,444.792,1000
20.9619,4.00004,32,500,6,1,0.0004,497,970.624,619.619,900
34.8512,4.00004,32,500,6,1,0.0008,2225,738.247,400.787,1000
36.9973,4.00004,32,500,6,1,0.0016,5083,626.657,343.327,800
39.5172,4.00004,32,500,6,1,0.0032,10448,587.825,336.485,900
0.285976,4.00004,32,500,6,2,0.0001,63,1336.51,288.254,1100
1.34469,4.00004,32,500,6,2,0.0002,149,1295.97,450.559,1200
27.5792,4.00004,32,500,6,2,0.0004,486,823.251,372.972,1000
35.6082,4.00004,32,500,6,2,0.0008,2056,745.379,427.604,800
39.0457,4.00004,32,500,6,2,0.0016,5122,671.613,370.09,800
39.3829,4.00004,32,500,6,2,0.0032,10312,563.082,334.943,800
0.461575,4.00004,32,500,6,4,0.0001,51,1749.02,357.843,1000
1.65708,4.00004,32,500,6,4,0.0002,150,1353.33,447.722,900
22.7286,4.00004,32,500,6,4,0.0004,531,859.887,398.032,1200
37.8629,4.00004,32,500,6,4,0.0008,2340,701.795,379.045,900
37.0319,4.00004,32,500,6,4,0.0016,5050,618.792,391.71,800
39.4596,4.00004,32,500,6,4,0.0032,10349,581.1,339.959,900
1.02292,4.00004,32,500,6,8,0.0001,74,1264.86,460.811,1100
2.49719,4.00004,32,500,6,8,0.0002,205,1047.8,434.606,1000
14.4354,4.00004,32,500,6,8,0.0004,540,1024.26,453.772,800
34.9079,4.00004,32,500,6,8,0.0008,2017,751.314,500.537,900
36.846,4.00004,32,500,6,8,0.0016,5069,684.218,483.92,900
39.5302,4.00004,32,500,6,8,0.0032,10276,605.673,375.824,800
0.372055,4.00004,32,500,6,16,0.0001,70,1281.43,304.762,1000
3.11612,4.00004,32,500,6,16,0.0002,208,994.231,379.946,900
14.1907,4.00004,32,500,6,16,0.0004,563,858.97,432.279,800
34.9001,4.00004,32,500,6,16,0.0008,2182,714.94,410.741,800
38.8235,4.00004,32,500,6,16,0.0016,5026,597.035,345.003,900
37.4994,4.00004,32,500,6,16,0.0032,10104,590.39,334.505,800
0.365133,4.00004,32,500,6,32,0.0001,62,1369.35,283.737,1000
0.884546,4.00004,32,500,6,32,0.0002,174,1030.46,471.83,800
19.5252,4.00004,32,500,6,32,0.0004,618,801.942,426.046,1500
37.6735,4.00004,32,500,6,32,0.0008,2076,681.792,435.298,900
36.9758,4.00004,32,500,6,32,0.0016,4997,608.685,345.15,800
37.5308,4.00004,32,500,6,32,0.0032,10215,558.884,319.216,800
0.532716,4.00004,32,500,6,64,0.0001,94,1271.28,435.993,1100
0.516904,4.00004,32,500,6,64,0.0002,116,1039.66,479.497,1100
22.6534,4.00004,32,500,6,64,0.0004,572,778.147,398.939,900
33.8651,4.00004,32,500,6,64,0.0008,2227,703.458,437.283,900
38.7061,4.00004,32,500,6,64,0.0016,5157,599.302,328.196,800
37.4095,4.00004,32,500,6,64,0.0032,10293,551.734,310.368,800
0.417686,4.00004,32,500,6,128,0.0001,70,1471.43,462.5,1000
2.24246,4.00004,32,500,6,128,0.0002,178,1265.73,532.013,1200
18.8342,4.00004,32,500,6,128,0.0004,571,886.69,585.035,1000
38.0313,4.00004,32,500,6,128,0.0008,1987,671.616,367.11,800
38.7794,4.00004,32,500,6,128,0.0016,5145,614.227,344.853,800
39.3107,4.00004,32,500,6,128,0.0032,10204,578.783,285.974,800
0.444173,4.00004,32,500,6,256,0.0001,66,1348.48,699.621,900
2.30335,4.00004,32,500,6,256,0.0002,189,1005.82,371.534,1000
15.6423,4.00004,32,500,6,256,0.0004,514,819.455,536.984,1100
35.6127,4.00004,32,500,6,256,0.0008,2325,688.172,387.259,900
38.7009,4.00004,32,500,6,256,0.0016,5177,615.627,342.23,900
39.188,4.00004,32,500,6,256,0.0032,10274,574.538,257.24,900
0.472655,4.00004,32,500,8,1,0.0001,55,1396.36,498.182,1000
4.22221,4.00004,32,500,8,1,0.0002,209,1320.57,632.935,900
30.9704,4.00004,32,500,8,1,0.0004,798,777.318,364.447,900
35.1367,4.00004,32,500,8,1,0.0008,2535,707.692,360.506,800
39.0986,4.00004,32,500,8,1,0.0016,5095,650.599,387.311,800
39.5284,4.00004,32,500,8,1,0.0032,10146,592.214,336.96,900
0.533998,4.00004,32,500,8,2,0.0001,86,1313.95,444.864,1000
8.42604,4.00004,32,500,8,2,0.0002,249,1277.91,463.111,900
26.3274,4.00004,32,500,8,2,0.0004,613,863.458,448.483,800
36.102,4.00004,32,500,8,2,0.0008,2433,668.968,353.35,800
38.868,4.00004,32,500,8,2,0.0016,5278,690.754,450.256,800
39.5724,4.00004,32,500,8,2,0.0032,10303,598.816,345.564,800
0.432441,4.00004,32,500,8,4,0.0001,107,1325.23,401.324,800
3.89811,4.00004,32,500,8,4,0.0002,158,1032.91,418.143,1300
26.4482,4.00004,32,500,8,4,0.0004,635,852.913,424.564,1000
38.0268,4.00004,32,500,8,4,0.0008,2587,636.49,368.67,900
37.0888,4.00004,32,500,8,4,0.0016,5060,599.249,340.593,800
39.4498,4.00004,32,500,8,4,0.0032,10405,557.886,329.214,800
0.298847,4.00004,32,500,8,8,0.0001,63,1360.32,330.82,900
7.59267,4.00004,32,500,8,8,0.0002,208,1006.73,408.998,1100
30.2793,4.00004,32,500,8,8,0.0004,935,802.246,431.742,800
37.7929,4.00004,32,500,8,8,0.0008,2407,664.936,418.031,1000
38.9704,4.00004,32,500,8,8,0.0016,5077,593.461,343.162,800
39.4974,4.00004,32,500,8,8,0.0032,10290,570.515,325.849,800
0.680264,4.00004,32,500,8,16,0.0001,70,1504.29,405.429,1100
3.32522,4.00004,32,500,8,16,0.0002,129,1226.36,449.845,1100
24.9288,4.00004,32,500,8,16,0.0004,749,818.959,384.96,900
35.7441,4.00004,32,500,8,16,0.0008,2563,675.771,386.663,900
37.1628,4.00004,32,500,8,16,0.0016,5174,609.954,343.103,800
39.5215,4.00004,32,500,8,16,0.0032,10378,581.422,320.164,800
1.07,4.00004,32,500,8,32,0.0001,74,1256.76,537.838,1000
7.03399,4.00004,32,500,8,32,0.0002,241,1029.46,477.559,1000
30.3681,4.00004,32,500,8,32,0.0004,853,823.212,561.061,800
38.3635,4.00004,32,500,8,32,0.0008,2508,650.997,414.218,800
39.0246,4.00004,32,500,8,32,0.0016,5132,593.784,330.732,800
37.5164,4.00004,32,500,8,32,0.0032,10115,550.44,323.338,800
0.699615,4.00004,32,500,8,64,0.0001,99,1229.29,461.448,1200
1.28453,4.00004,32,500,8,64,0.0002,185,1177.84,526.631,900
26.9849,4.00004,32,500,8,64,0.0004,700,755.286,432.981,900
37.6776,4.00004,32,500,8,64,0.0008,2453,694.782,402.854,800
38.912,4.00004,32,500,8,64,0.0016,5179,644.294,342.235,800
37.3861,4.00004,32,500,8,64,0.0032,10239,575.095,331.695,800
0.428921,4.00004,32,500,8,128,0.0001,86,1222.09,481.008,1400
2.68755,4.00004,32,500,8,128,0.0002,189,1131.75,552.337,900
24.8828,4.00004,32,500,8,128,0.0004,600,781,396.252,1000
37.7174,4.00004,32,500,8,128,0.0008,2449,630.625,358.472,900
38.9501,4.00004,32,500,8,128,0.0016,5164,602.885,340.988,800
39.3232,4.00004,32,500,8,128,0.0032,10297,575.342,301.687,800
0.288946,4.00004,32,500,8,256,0.0001,76,1252.63,336.842,1200
3.38319,4.00004,32,500,8,256,0.0002,238,935.294,461.499,900
26.4042,4.00004,32,500,8,256,0.0004,642,932.243,482.767,800
37.6275,4.00004,32,500,8,256,0.0008,2528,669.976,352.611,800
