offsize,cousize,num_procs,epsilon,interval,delta,alpha,num_events,offsetscount,counterscount,maxOffset,maxCounter
31.5614,0.152625,32,250,20,2,0.032,10337,10099636,48840,26,6
17.4754,0.0156875,32,250,20,4,0.001,326,5592115,5020,249,1
26.0673,0.0247812,32,250,20,4,0.002,665,8341538,7930,249,1
28.8431,0.0269844,32,250,20,4,0.004,1308,9229793,8635,188,2
30.3715,0.0468844,32,250,20,4,0.008,2698,9718877,15003,91,2
31.1583,0.0850125,32,250,20,4,0.016,5092,9970671,27204,53,3
31.4978,0.141753,32,250,20,4,0.032,10220,10079310,45361,32,4
19.9561,0.00469687,32,250,20,8,0.001,340,6385962,1503,249,1
26.5709,0.0191188,32,250,20,8,0.002,701,8502687,6118,248,2
28.9217,0.0276969,32,250,20,8,0.004,1275,9254933,8863,194,2
30.0349,0.0422906,32,250,20,8,0.008,2593,9611163,13533,114,3
31.1823,0.0781562,32,250,20,8,0.016,5149,9978348,25010,52,4
31.5206,0.137691,32,250,20,8,0.032,10260,10086579,44061,29,4
17.518,0.00294062,32,250,20,16,0.001,323,5605774,941,249,1
25.454,0.00905,32,250,20,16,0.002,615,8145278,2896,249,1
29.0282,0.0211781,32,250,20,16,0.004,1300,9289031,6777,169,2
30.3422,0.0356594,32,250,20,16,0.008,2450,9709496,11411,99,2
31.1529,0.0758031,32,250,20,16,0.016,5258,9968920,24257,53,3
31.4256,0.135506,32,250,20,16,0.032,10327,10056201,43362,30,5
17.2435,0.003875,32,250,20,32,0.001,341,5517924,1240,249,1
25.3981,0.0141281,32,250,20,32,0.002,630,8127400,4521,249,1
28.5147,0.0204594,32,250,20,32,0.004,1336,9124710,6547,160,2
30.0683,0.0312438,32,250,20,32,0.008,2593,9621861,9998,98,2
30.9773,0.07165,32,250,20,32,0.016,5233,9912725,22928,65,2
31.3139,0.132459,32,250,20,32,0.032,10187,10020433,42387,32,4
17.7536,0.0079375,32,250,20,64,0.001,344,5681140,2540,249,1
24.6647,0.0196094,32,250,20,64,0.002,649,7892713,6275,249,1
28.6948,0.020025,32,250,20,64,0.004,1320,9182321,6408,173,2
30.0441,0.0337812,32,250,20,64,0.008,2619,9614118,10810,115,2
30.6221,0.0680813,32,250,20,64,0.016,5056,9799071,21786,73,3
31.0518,0.127706,32,250,20,64,0.032,10177,9936562,40866,44,4
15.8808,0.00187188,32,250,20,128,0.001,306,5081845,599,249,1
23.9985,0.0171344,32,250,20,128,0.002,646,7679535,5483,249,1
27.3812,0.0125719,32,250,20,128,0.004,1326,8761972,4023,202,2
29.3418,0.03405,32,250,20,128,0.008,2536,9389380,10896,118,2
30.1839,0.0667094,32,250,20,128,0.016,5035,9658841,21347,73,4
30.6994,0.136694,32,250,20,128,0.032,10245,9823797,43742,49,4
17.6502,0.00983438,32,250,24,1,0.001,321,5648065,3147,249,1
25.3953,0.0331469,32,250,24,1,0.002,677,8126507,10607,249,2
28.8884,0.0310594,32,250,24,1,0.004,1244,9244276,9939,152,1
30.3175,0.0661187,32,250,24,1,0.008,2541,9701614,21158,82,2
31.2926,0.102391,32,250,24,1,0.016,5115,10013635,32765,43,3
31.5761,0.176459,32,250,24,1,0.032,10231,10104341,56467,22,4
18.1728,0.0147469,32,250,24,2,0.001,288,5815301,4719,249,1
24.7249,0.0229438,32,250,24,2,0.002,638,7911953,7342,248,1
28.7329,0.0340219,32,250,24,2,0.004,1276,9194532,10887,173,1
30.4903,0.0553375,32,250,24,2,0.008,2556,9756901,17708,77,3
31.3087,0.110941,32,250,24,2,0.016,5071,10018773,35501,46,3
31.6016,0.173534,32,250,24,2,0.032,10240,10112523,55531,26,5
18.071,0.0185563,32,250,24,4,0.001,293,5782722,5938,249,1
26.6727,0.0281656,32,250,24,4,0.002,622,8535277,9013,249,1
28.6163,0.0438625,32,250,24,4,0.004,1351,9157206,14036,141,1
30.4034,0.065575,32,250,24,4,0.008,2626,9729087,20984,84,3
31.2558,0.0945375,32,250,24,4,0.016,5055,10001865,30252,42,3
31.6008,0.162303,32,250,24,4,0.032,10062,10112254,51937,26,5
19.7591,0.0227438,32,250,24,8,0.001,301,6322921,7278,249,1
26.0528,0.0178594,32,250,24,8,0.002,660,8336911,5715,249,1
28.865,0.03665,32,250,24,8,0.004,1298,9236812,11728,142,2
30.3624,0.0612219,32,250,24,8,0.008,2589,9715973,19591,75,2
31.1893,0.0891094,32,250,24,8,0.016,5055,9980590,28515,51,3
31.4937,0.159953,32,250,24,8,0.032,10231,10077988,51185,28,5
19.2744,0.00418125,32,250,24,16,0.001,299,6167796,1338,249,1
25.437,0.0207312,32,250,24,16,0.002,651,8139831,6634,246,1
28.8422,0.0216875,32,250,24,16,0.004,1266,9229509,6940,148,2
30.4315,0.0565563,32,250,24,16,0.008,2609,9738096,18098,94,3
30.9512,0.0823906,32,250,24,16,0.016,5029,9904393,26365,42,3
31.5097,0.154778,32,250,24,16,0.032,10297,10083099,49529,27,4
19.7309,0.0143844,32,250,24,32,0.001,307,6313895,4603,249,1
25.2769,0.016075,32,250,24,32,0.002,630,8088609,5144,244,1
28.7738,0.0190719,32,250,24,32,0.004,1328,9207618,6103,183,2
30.0246,0.0495875,32,250,24,32,0.008,2592,9607865,15868,87,2
30.9505,0.0852187,32,250,24,32,0.016,5175,9904168,27270,47,3
31.3072,0.156731,32,250,24,32,0.032,10287,10018297,50154,31,4
15.4886,0.00639063,32,250,24,64,0.001,309,4956347,2045,249,1
24.7676,0.011225,32,250,24,64,0.002,644,7925617,3592,247,1
28.759,0.0300094,32,250,24,64,0.004,1327,9202875,9603,176,2
29.8956,0.040725,32,250,24,64,0.008,2590,9566580,13032,97,2
30.7528,0.0851594,32,250,24,64,0.016,5087,9840906,27251,50,4
31.1384,0.154506,32,250,24,64,0.032,10213,9964284,49442,32,4
18.5858,0.00401875,32,250,24,128,0.001,314,5947455,1286,249,1
23.6318,0.0137219,32,250,24,128,0.002,587,7562171,4391,248,1
27.6248,0.0238719,32,250,24,128,0.004,1280,8839935,7639,150,2
29.5127,0.0470312,32,250,24,128,0.008,2651,9444074,15050,93,4
30.2743,0.0865313,32,250,24,128,0.016,5108,9687772,27690,65,3
30.7539,0.162675,32,250,24,128,0.032,10284,9841236,52056,39,5
10.562,0.00578125,32,300,10,1,0.001,308,3379855,1850,299,1
24.8983,0.0120312,32,300,10,1,0.002,663,7967459,3850,299,1
28.8573,0.0216094,32,300,10,1,0.004,1296,9234345,6915,299,1
30.5417,0.0380875,32,300,10,1,0.008,2560,9773351,12188,202,2
31.2781,0.0476781,32,300,10,1,0.016,5041,10008981,15257,102,3
31.635,0.0821625,32,300,10,1,0.032,10144,10123211,26292,51,3
10.4913,0.00987187,32,300,10,2,0.001,276,3357220,3159,299,1
24.2158,0.0182812,32,300,10,2,0.002,634,7749066,5850,299,1
28.2686,0.0254406,32,300,10,2,0.004,1293,9045947,8141,299,1
30.3299,0.0282469,32,300,10,2,0.008,2577,9705560,9039,203,2
31.2087,0.0484781,32,300,10,2,0.016,5288,9986783,15513,107,2
31.4912,0.07525,32,300,10,2,0.032,10280,10077178,24080,54,3
12.0442,0.0128687,32,300,10,4,0.001,330,3854158,4118,299,1
23.3181,0.01175,32,300,10,4,0.002,590,7461791,3760,299,1
29.0129,0.0183937,32,300,10,4,0.004,1209,9284138,5886,299,2
30.5496,0.0333375,32,300,10,4,0.008,2633,9775876,10668,180,2
30.9971,0.0428312,32,300,10,4,0.016,5145,9919074,13706,116,3
31.5234,0.0730281,32,300,10,4,0.032,10098,10087488,23369,56,3
10.0857,0.0034875,32,300,10,8,0.001,298,3227438,1116,299,1
24.2151,0.0100875,32,300,10,8,0.002,659,7748843,3228,299,1
28.8568,0.00835625,32,300,10,8,0.004,1349,9234169,2674,298,1
30.2144,0.02115,32,300,10,8,0.008,2605,9668595,6768,188,2
31.0995,0.0407375,32,300,10,8,0.016,5115,9951843,13036,100,2
31.5185,0.0688469,32,300,10,8,0.032,10123,10085930,22031,58,4
11.1988,0.00542813,32,300,10,16,0.001,314,3583614,1737,299,1
23.5758,0.00386875,32,300,10,16,0.002,639,7544244,1238,299,1
28.0686,0.00780625,32,300,10,16,0.004,1224,8981951,2498,298,1
30.1413,0.0167344,32,300,10,16,0.008,2649,9645221,5355,206,2
31.0711,0.0406906,32,300,10,16,0.016,5168,9942759,13021,106,2
31.4042,0.0661312,32,300,10,16,0.032,10098,10049350,21162,65,4
8.79657,0.0017625,32,300,10,32,0.001,293,2814901,564,299,1
22.7142,0.00365312,32,300,10,32,0.002,614,7268541,1169,299,1
28.4965,0.0116031,32,300,10,32,0.004,1270,9118869,3713,299,2
30.3267,0.018425,32,300,10,32,0.008,2689,9704529,5896,216,2
30.9528,0.036475,32,300,10,32,0.016,5203,9904888,11672,114,3
31.3473,0.0700875,32,300,10,32,0.032,10026,10031141,22428,65,3
9.02402,0.00363438,32,300,10,64,0.001,316,2887685,1163,299,1
22.2551,0.00276563,32,300,10,64,0.002,640,7121635,885,299,1
28.1507,0.00772187,32,300,10,64,0.004,1292,9008214,2471,299,2
29.8492,0.0182125,32,300,10,64,0.008,2612,9551738,5828,221,2
30.6831,0.0362813,32,300,10,64,0.016,5215,9818591,11610,147,2
31.1119,0.0639063,32,300,10,64,0.032,10150,9955806,20450,76,3
10.4929,0.000421875,32,300,10,128,0.001,332,3357714,135,299,1
21.4975,0.0100094,32,300,10,128,0.002,638,6879196,3203,299,1
27.209,0.00741875,32,300,10,128,0.004,1264,8706886,2374,299,1
29.3323,0.0170188,32,300,10,128,0.008,2495,9386338,5446,258,1
30.2477,0.0353719,32,300,10,128,0.016,5097,9679279,11319,147,2
30.7452,0.0702875,32,300,10,128,0.032,10131,9838451,22492,97,3
8.26226,0.00831562,32,300,10,256,0.001,320,2643923,2661,299,1
17.7103,0.0054,32,300,10,256,0.002,640,5667289,1728,299,1
26.61,0.0164,32,300,10,256,0.004,1304,8515187,5248,299,1
28.3763,0.0239719,32,300,10,256,0.008,2549,9080416,7671,296,2
29.4196,0.0410906,32,300,10,256,0.016,5169,9414277,13149,186,3
30.0041,0.0702125,32,300,10,256,0.032,10101,9601311,22468,129,4
20.548,0.0144188,32,300,20,1,0.001,348,6575346,4614,299,1
25.8232,0.0278,32,300,20,1,0.002,659,8263432,8896,299,1
28.9898,0.0355312,32,300,20,1,0.004,1297,9276726,11370,197,2
30.2989,0.0574531,32,300,20,1,0.008,2456,9695635,18385,108,2
31.3139,0.0957094,32,300,20,1,0.016,5036,10020457,30627,49,3
31.5933,0.158672,32,300,20,1,0.032,10374,10109843,50775,28,4
20.111,0.0138406,32,300,20,2,0.001,347,6435536,4429,299,1
25.7169,0.0209156,32,300,20,2,0.002,690,8229400,6693,278,1
29.1776,0.0373719,32,300,20,2,0.004,1285,9336824,11959,169,3
30.0954,0.0539187,32,300,20,2,0.008,2476,9630537,17254,91,2
31.159,0.0867125,32,300,20,2,0.016,5021,9970877,27748,51,3
31.6494,0.150212,32,300,20,2,0.032,10141,10127814,48068,29,4
19.8599,0.024,32,300,20,4,0.001,322,6355161,7680,299,1
25.5487,0.0251594,32,300,20,4,0.002,694,8175584,8051,281,1
28.9943,0.0357906,32,300,20,4,0.004,1301,9278178,11453,181,2
30.2592,0.0501906,32,300,20,4,0.008,2544,9682936,16061,106,2
30.9594,0.0875844,32,300,20,4,0.016,5020,9906996,28027,51,3
31.588,0.143572,32,300,20,4,0.032,10292,10108148,45943,28,4
20.9246,0.010475,32,300,20,8,0.001,367,6695875,3352,299,1
25.5168,0.0148531,32,300,20,8,0.002,622,8165376,4753,298,1
28.6008,0.0272688,32,300,20,8,0.004,1323,9152261,8726,166,1
30.312,0.0465969,32,300,20,8,0.008,2620,9699842,14911,102,2
31.1585,0.0807063,32,300,20,8,0.016,5156,9970727,25826,65,3
31.5544,0.139725,32,300,20,8,0.032,10207,10097415,44712,27,5
18.513,0.008375,32,300,20,16,0.001,322,5924146,2680,299,1
24.708,0.0178406,32,300,20,16,0.002,592,7906576,5709,294,1
28.3746,0.0191281,32,300,20,16,0.004,1260,9079866,6121,202,1
30.3205,0.0438688,32,300,20,16,0.008,2553,9702562,14038,109,3
30.9885,0.0672813,32,300,20,16,0.016,5035,9916314,21530,54,4
31.4961,0.127009,32,300,20,16,0.032,10222,10078759,40643,27,5
16.8757,0.00160625,32,300,20,32,0.001,299,5400238,514,299,1
26.0486,0.00874375,32,300,20,32,0.002,654,8335554,2798,299,2
28.8925,0.0213094,32,300,20,32,0.004,1355,9245612,6819,181,1
30.1203,0.0392375,32,300,20,32,0.008,2641,9638511,12556,119,2
31.0218,0.0794125,32,300,20,32,0.016,5151,9926979,25412,65,3
31.3591,0.132372,32,300,20,32,0.032,10365,10034909,42359,38,4
18.0076,0.0042875,32,300,20,64,0.001,331,5762425,1372,299,1
25.5443,0.00752812,32,300,20,64,0.002,684,8174172,2409,297,1
28.566,0.02775,32,300,20,64,0.004,1240,9141133,8880,262,2
29.8757,0.04045,32,300,20,64,0.008,2570,9560240,12944,103,3
30.5422,0.0715,32,300,20,64,0.016,5050,9773515,22880,65,3
31.0774,0.131828,32,300,20,64,0.032,10185,9944776,42185,39,4
17.3724,0.00230625,32,300,20,128,0.001,302,5559180,738,299,1
25.5095,0.0120469,32,300,20,128,0.002,698,8163028,3855,299,1
27.8511,0.0214438,32,300,20,128,0.004,1213,8912347,6862,229,1
29.2212,0.0334563,32,300,20,128,0.008,2488,9350788,10706,140,2
30.1849,0.0690781,32,300,20,128,0.016,5057,9659160,22105,71,3
30.7201,0.131841,32,300,20,128,0.032,10155,9830418,42189,52,5
15.3793,0.00184375,32,300,20,256,0.001,304,4921367,590,299,1
23.0717,0.00656875,32,300,20,256,0.002,633,7382945,2102,299,2
26.5325,0.0217844,32,300,20,256,0.004,1285,8490411,6971,264,1
28.2847,0.04185,32,300,20,256,0.008,2583,9051091,13392,139,2
29.3932,0.0696469,32,300,20,256,0.016,5195,9405815,22287,92,4
30.0172,0.136731,32,300,20,256,0.032,10242,9605519,43754,65,4
6.13473,0.0118219,32,400,5,1,0.001,292,1963112,3783,399,1
17.5875,0.0089,32,400,5,1,0.002,641,5628009,2848,399,1
27.9255,0.0197688,32,400,5,1,0.004,1280,8936164,6326,399,1
30.5491,0.0220844,32,400,5,1,0.008,2541,9775697,7067,341,1
31.2231,0.0263938,32,400,5,1,0.016,5117,9991377,8446,249,2
31.5949,0.0427625,32,400,5,1,0.032,10085,10110361,13684,115,2
5.59977,0.0232156,32,400,5,2,0.001,252,1791927,7429,399,1
18.6048,0.0062,32,400,5,2,0.002,698,5953529,1984,399,1
28.5996,0.0152625,32,400,5,2,0.004,1321,9151865,4884,399,1
30.475,0.0138281,32,400,5,2,0.008,2626,9752002,4425,375,2
31.297,0.02565,32,400,5,2,0.016,5200,10015036,8208,220,2
31.5627,0.0361094,32,400,5,2,0.032,10130,10100080,11555,106,2
5.81049,0.00644688,32,400,5,4,0.001,275,1859357,2063,399,1
17.4147,0.00858437,32,400,5,4,0.002,634,5572706,2747,399,1
28.3534,0.00832812,32,400,5,4,0.004,1322,9073094,2665,399,1
30.3338,0.0102156,32,400,5,4,0.008,2576,9706807,3269,363,1
31.2621,0.0221531,32,400,5,4,0.016,5248,10003859,7089,220,2
31.5809,0.0340656,32,400,5,4,0.032,10354,10105880,10901,107,2
4.8891,0.00820937,32,400,5,8,0.001,283,1564513,2627,399,1
15.6287,0.00486562,32,400,5,8,0.002,583,5001174,1557,399,1
28.1251,0.00289375,32,400,5,8,0.004,1268,9000034,926,399,1
30.4107,0.00935937,32,400,5,8,0.008,2560,9731421,2995,349,1
31.2248,0.01555,32,400,5,8,0.016,5177,9991931,4976,199,2
31.5693,0.0315969,32,400,5,8,0.032,10273,10102186,10111,119,2
5.24283,0.0118281,32,400,5,16,0.001,164,1677704,3785,399,1
17.4697,0.0044875,32,400,5,16,0.002,618,5590315,1436,399,1
28.832,0.00695937,32,400,5,16,0.004,1350,9226248,2227,399,1
30.3007,0.00715625,32,400,5,16,0.008,2592,9696231,2290,387,2
30.989,0.0201437,32,400,5,16,0.016,5162,9916479,6446,194,2
31.4361,0.0324062,32,400,5,16,0.032,10049,10059554,10370,123,3
6.72293,0,32,400,5,32,0.001,323,2151336,0,399,0
15.312,0.001375,32,400,5,32,0.002,604,4899845,440,399,1
27.4901,0.003575,32,400,5,32,0.004,1217,8796833,1144,399,1
30.1617,0.007025,32,400,5,32,0.008,2553,9651748,2248,376,1
30.9404,0.0175594,32,400,5,32,0.016,5122,9900936,5619,271,2
31.3302,0.0308125,32,400,5,32,0.032,10193,10025666,9860,139,3
6.21238,0.000596875,32,400,5,64,0.001,289,1987962,191,399,1
15.8179,0.00230625,32,400,5,64,0.002,646,5061714,738,399,1
26.6731,0.00427188,32,400,5,64,0.004,1290,8535385,1367,399,1
29.9761,0.00785625,32,400,5,64,0.008,2647,9592362,2514,398,2
30.734,0.0162062,32,400,5,64,0.016,5204,9834887,5186,240,2
31.1355,0.0300063,32,400,5,64,0.032,10295,9963362,9602,152,2
4.42084,0.00856563,32,400,5,128,0.001,221,1414670,2741,399,1
13.5756,0.00359063,32,400,5,128,0.002,663,4344193,1149,399,1
25.5397,0.00295625,32,400,5,128,0.004,1283,8172695,946,399,1
29.4583,0.0112031,32,400,5,128,0.008,2530,9426661,3585,399,1
30.1887,0.0171031,32,400,5,128,0.016,5174,9660385,5473,306,2
30.7369,0.0319125,32,400,5,128,0.032,10375,9835793,10212,192,2
5.14582,0.0101594,32,400,5,256,0.001,315,1646663,3251,399,1
9.79487,0.00043125,32,400,5,256,0.002,636,3134357,138,399,1
20.6665,0.0032125,32,400,5,256,0.004,1254,6613265,1028,399,1
28.0317,0.0098625,32,400,5,256,0.008,2546,8970134,3156,399,1
29.4255,0.0168,32,400,5,256,0.016,5020,9416154,5376,397,2
30.0371,0.0319094,32,400,5,256,0.032,10304,9611881,10211,250,3
15.5595,0.0100969,32,400,10,1,0.001,328,4979024,3231,399,1
25.3351,0.0186625,32,400,10,1,0.002,649,8107231,5972,399,1
28.663,0.0174875,32,400,10,1,0.004,1276,9172150,5596,360,2
30.5366,0.0307969,32,400,10,1,0.008,2537,9771715,9855,183,3
31.1922,0.0542188,32,400,10,1,0.016,5233,9981507,17350,116,3
31.5543,0.0843313,32,400,10,1,0.032,10261,10097391,26986,56,3
14.3455,0.0027125,32,400,10,2,0.001,330,4590547,868,399,1
24.2557,0.0126625,32,400,10,2,0.002,593,7761838,4052,399,1
28.9774,0.0239688,32,400,10,2,0.004,1292,9272752,7670,344,1
30.4617,0.0260187,32,400,10,2,0.008,2517,9747733,8326,210,2
31.2507,0.0463031,32,400,10,2,0.016,5243,10000215,14817,102,2
31.5902,0.0800719,32,400,10,2,0.032,10162,10108856,25623,57,3
13.4289,0.00779375,32,400,10,4,0.001,295,4297257,2494,399,1
25.6065,0.00613437,32,400,10,4,0.002,641,8194090,1963,399,1
28.9885,0.0165,32,400,10,4,0.004,1323,9276309,5280,321,1
30.4755,0.0302,32,400,10,4,0.008,2579,9752171,9664,213,2
31.1336,0.0421375,32,400,10,4,0.016,5149,9962747,13484,97,3
31.4956,0.0739688,32,400,10,4,0.032,10211,10078592,23670,57,3
17.4301,0.00411562,32,400,10,8,0.001,346,5577620,1317,399,1
25.5857,0.0113563,32,400,10,8,0.002,650,8187438,3634,399,1
28.8309,0.0105031,32,400,10,8,0.004,1274,9225892,3361,355,1
30.539,0.0198063,32,400,10,8,0.008,2626,9772481,6338,220,2
31.238,0.0439031,32,400,10,8,0.016,5091,9996169,14049,129,2
31.4697,0.0721688,32,400,10,8,0.032,10173,10070315,23094,62,3
14.0134,0.000365625,32,400,10,16,0.001,326,4484276,117,399,1
24.5288,0.00569375,32,400,10,16,0.002,639,7849202,1822,399,1
28.7064,0.0092875,32,400,10,16,0.004,1307,9186063,2972,326,1
30.3816,0.0269219,32,400,10,16,0.008,2531,9722112,8615,223,2
31.1097,0.0393062,32,400,10,16,0.016,5202,9955106,12578,124,2
31.4543,0.0673937,32,400,10,16,0.032,10155,10065377,21566,58,4
13.9929,0.00173125,32,400,10,32,0.001,324,4477716,554,399,1
24.4246,0.00430937,32,400,10,32,0.002,616,7815857,1379,399,1
28.5035,0.00835625,32,400,10,32,0.004,1280,9121118,2674,363,1
30.1586,0.0174969,32,400,10,32,0.008,2504,9650741,5599,209,2
31.0547,0.0386688,32,400,10,32,0.016,5169,9937516,12374,120,2
31.3435,0.0672531,32,400,10,32,0.032,10173,10029925,21521,62,3
12.2506,0,32,400,10,64,0.001,307,3920196,0,399,0
24.9614,0.0022875,32,400,10,64,0.002,644,7987646,732,399,1
28.6157,0.00858437,32,400,10,64,0.004,1288,9157033,2747,364,1
29.91,0.0199375,32,400,10,64,0.008,2570,9571197,6380,235,2
30.6497,0.0394125,32,400,10,64,0.016,5139,9807905,12612,122,2
31.129,0.0690625,32,400,10,64,0.032,10187,9961271,22100,71,3
13.438,0.00306875,32,400,10,128,0.001,339,4300157,982,399,1
23.4887,0.00665,32,400,10,128,0.002,633,7516396,2128,399,1
27.6476,0.0113156,32,400,10,128,0.004,1287,8847230,3621,399,1
29.2168,0.0196719,32,400,10,128,0.008,2593,9349361,6295,244,2
30.2154,0.0404281,32,400,10,128,0.016,5107,9668934,12937,143,2
30.7399,0.0757281,32,400,10,128,0.032,10385,9836759,24233,99,4
11.5917,0.00396563,32,400,10,256,0.001,335,3709350,1269,399,1
20.923,0.00144688,32,400,10,256,0.002,629,6695363,463,399,1
26.9079,0.00857813,32,400,10,256,0.004,1307,8610514,2745,399,1
28.4932,0.0173156,32,400,10,256,0.008,2533,9117818,5541,294,1
29.4001,0.0323656,32,400,10,256,0.016,5140,9408041,10357,185,3
30.0642,0.0694594,32,400,10,256,0.032,10207,9620555,22227,128,3
17.064,0.0127875,32,400,15,1,0.001,312,5460490,4092,399,1
25.8287,0.0179406,32,400,15,1,0.002,629,8265183,5741,399,1
29.0653,0.0234188,32,400,15,1,0.004,1269,9300897,7494,253,1
30.5085,0.0423562,32,400,15,1,0.008,2540,9762715,13554,174,2
31.2186,0.0740906,32,400,15,1,0.016,5292,9989957,23709,66,3
31.6252,0.12255,32,400,15,1,0.032,10284,10120075,39216,35,5
17.3731,0.00672812,32,400,15,2,0.001,306,5559399,2153,399,1
26.1036,0.0196969,32,400,15,2,0.002,653,8353163,6303,396,1
29.0003,0.0367406,32,400,15,2,0.004,1319,9280083,11757,257,2
30.4923,0.0502938,32,400,15,2,0.008,2534,9757535,16094,122,2
31.1916,0.0678969,32,400,15,2,0.016,5035,9981311,21727,73,3
31.5995,0.125369,32,400,15,2,0.032,10407,10111842,40118,36,4
16.8487,0.013,32,400,15,4,0.001,308,5391577,4160,399,1
26.3071,0.0185781,32,400,15,4,0.002,651,8418269,5945,376,1
28.9075,0.0223938,32,400,15,4,0.004,1288,9250393,7166,221,1
30.2186,0.036625,32,400,15,4,0.008,2571,9669950,11720,143,2
31.2738,0.0648438,32,400,15,4,0.016,5069,10007608,20750,78,3
31.5745,0.108856,32,400,15,4,0.032,10230,10103841,34834,39,4
19.1296,0.00277187,32,400,15,8,0.001,352,6121459,887,399,1
26.0959,0.0155031,32,400,15,8,0.002,645,8350693,4961,395,1
28.7064,0.0179188,32,400,15,8,0.004,1227,9186057,5734,270,1
30.346,0.0352688,32,400,15,8,0.008,2515,9710733,11286,160,2
31.0932,0.0544781,32,400,15,8,0.016,5030,9949820,17433,89,3
31.544,0.105409,32,400,15,8,0.032,10200,10094095,33731,42,5
19.7035,0.00232187,32,400,15,16,0.001,325,6305135,743,399,1
25.7495,0.00377188,32,400,15,16,0.002,661,8239843,1207,399,1
28.6017,0.0167906,32,400,15,16,0.004,1292,9152529,5373,242,2
30.0079,0.0325156,32,400,15,16,0.008,2521,9602544,10405,142,2
31.0717,0.0547,32,400,15,16,0.016,5147,9942929,17504,72,3
31.461,0.102719,32,400,15,16,0.032,10187,10067526,32870,39,4
18.859,0.0060375,32,400,15,32,0.001,316,6034872,1932,399,1
25.7852,0.00629375,32,400,15,32,0.002,631,8251271,2014,399,1
28.924,0.0118094,32,400,15,32,0.004,1316,9255671,3779,284,1
30.0985,0.0258844,32,400,15,32,0.008,2510,9631517,8283,147,2
30.9334,0.0587875,32,400,15,32,0.016,5188,9898689,18812,78,3
31.4053,0.0974938,32,400,15,32,0.032,10345,10049684,31198,43,4
16.1576,0.00275313,32,400,15,64,0.001,324,5170427,881,399,1
25.5418,0.00565937,32,400,15,64,0.002,684,8173384,1811,399,1
28.228,0.0158875,32,400,15,64,0.004,1299,9032975,5084,223,2
29.8602,0.0267031,32,400,15,64,0.008,2546,9555254,8545,151,2
30.6169,0.0559406,32,400,15,64,0.016,5061,9797398,17901,89,3
31.1255,0.0978312,32,400,15,64,0.032,10223,9960170,31306,49,3
16.6863,0.00243125,32,400,15,128,0.001,302,5339625,778,399,1
24.2523,0.00901563,32,400,15,128,0.002,638,7760739,2885,399,1
27.9564,0.0191344,32,400,15,128,0.004,1299,8946059,6123,241,2
29.0544,0.0292719,32,400,15,128,0.008,2489,9297404,9367,169,2
30.0851,0.0524719,32,400,15,128,0.016,5019,9627222,16791,111,3
30.74,0.104806,32,400,15,128,0.032,10226,9836812,33538,64,4
16.7266,1.25e-05,32,400,15,256,0.001,339,5352500,4,399,1
23.5211,0.00806563,32,400,15,256,0.002,672,7526762,2581,399,1
26.4042,0.0127375,32,400,15,256,0.004,1243,8449336,4076,300,2
28.5523,0.0303438,32,400,15,256,0.008,2571,9136739,9710,183,2
29.4118,0.0536813,32,400,15,256,0.016,5161,9411771,17178,125,3
30.0233,0.104684,32,400,15,256,0.032,10328,9607457,33499,86,4
2.56007,0.0831469,32,500,2,1,0.001,180,819222,26607,499,2
5.97832,0.00874375,32,500,2,1,0.002,505,1913064,2798,499,1
18.0368,0.00883125,32,500,2,1,0.004,1262,5771785,2826,499,1
29.4412,0.00548125,32,500,2,1,0.008,2448,9421200,1754,499,1
31.2108,0.00651562,32,500,2,1,0.016,5128,9987452,2085,494,1
31.6307,0.0111188,32,500,2,1,0.032,10159,10121814,3558,274,1
2.17302,0.030925,32,500,2,2,0.001,126,695367,9896,499,1
5.05954,0.0161469,32,500,2,2,0.002,452,1619052,5167,499,1
18.9014,0.00230937,32,500,2,2,0.004,1314,6048461,739,499,1
29.8627,0.00124063,32,500,2,2,0.008,2551,9556070,397,499,1
31.2002,0.00459688,32,500,2,2,0.016,5215,9984074,1471,477,1
31.6252,0.00809375,32,500,2,2,0.032,10297,10120057,2590,265,1
2.13266,0.0818812,32,500,2,4,0.001,91,682450,26202,493,2
6.27988,0.00882187,32,500,2,4,0.002,486,2009563,2823,499,1
18.0972,0.00602187,32,500,2,4,0.004,1242,5791119,1927,499,1
29.7832,0.000384375,32,500,2,4,0.008,2596,9530628,123,499,1
31.2286,0.00331563,32,500,2,4,0.016,5063,9993143,1061,492,1
31.5679,0.00746563,32,500,2,4,0.032,10241,10101720,2389,328,1
2.37913,0.0530344,32,500,2,8,0.001,178,761323,16971,499,2
6.01052,0.0106375,32,500,2,8,0.002,515,1923366,3404,499,1
18.7609,0.00139375,32,500,2,8,0.004,1317,6003501,446,499,1
29.7421,0.00215,32,500,2,8,0.008,2660,9517456,688,499,1
31.0875,0.0048125,32,500,2,8,0.016,5131,9947991,1540,498,2
31.565,0.00960313,32,500,2,8,0.032,10280,10100800,3073,310,1
2.23971,0.0888906,32,500,2,16,0.001,146,716706,28445,499,2
4.65703,0.0231437,32,500,2,16,0.002,374,1490251,7406,499,2
16.6781,0.00253438,32,500,2,16,0.004,1240,5336999,811,499,1
29.1062,0.00108125,32,500,2,16,0.008,2553,9313995,346,499,1
31.0274,0.00456875,32,500,2,16,0.016,5194,9928766,1462,495,1
