offsize,cousize,num_procs,epsilon,interval,delta,alpha,num_events,offsetscount,counterscount,maxOffset,maxCounter
31.0345,0.0186688,32,200,5,16,0.016,5094,9931048,5974,199,2
31.4792,0.0341531,32,200,5,16,0.032,10225,10073343,10929,120,2
2.09459,0.0427156,32,200,5,32,0.001,86,670268,13669,198,2
5.13135,0.0210969,32,200,5,32,0.002,453,1642032,6751,199,2
16.732,0.00465938,32,200,5,32,0.004,1302,5354244,1491,199,1
28.3608,0.0109094,32,200,5,32,0.008,2550,9075453,3491,199,2
30.9355,0.0150562,32,200,5,32,0.016,5083,9899350,4818,199,2
31.3435,0.033775,32,200,5,32,0.032,10151,10029932,10808,124,2
2.08538,0.0500562,32,200,5,64,0.001,95,667322,16018,198,1
5.28554,0.00746563,32,200,5,64,0.002,499,1691373,2389,199,1
14.8857,0.00765625,32,200,5,64,0.004,1331,4763420,2450,199,2
27.477,0.00765938,32,200,5,64,0.008,2595,8792629,2451,199,1
30.6807,0.0162313,32,200,5,64,0.016,5087,9817836,5194,199,2
31.0967,0.0346625,32,200,5,64,0.032,10223,9950934,11092,154,2
2.14763,0.0582625,32,200,5,128,0.001,174,687243,18644,199,3
4.51504,0.012625,32,200,5,128,0.002,439,1444812,4040,199,1
10.2327,0.00704688,32,200,5,128,0.004,1244,3274451,2255,199,1
22.2565,0.00821562,32,200,5,128,0.008,2525,7122086,2629,199,1
29.9782,0.0186656,32,200,5,128,0.016,5091,9593019,5973,199,1
30.7184,0.0316219,32,200,5,128,0.032,10269,9829882,10119,186,2
6.61717,0.00665938,32,200,10,1,0.001,283,2117494,2131,199,1
18.3409,0.024725,32,200,10,1,0.002,657,5869096,7912,199,1
28.3415,0.0250281,32,200,10,1,0.004,1229,9069274,8009,199,1
30.4578,0.0342375,32,200,10,1,0.008,2622,9746486,10956,180,2
31.2008,0.0443531,32,200,10,1,0.016,5105,9984242,14193,114,2
31.6221,0.0861906,32,200,10,1,0.032,10457,10119077,27581,64,3
5.31667,0.00921563,32,200,10,2,0.001,230,1701335,2949,199,1
17.5888,0.0144125,32,200,10,2,0.002,638,5628425,4612,199,1
28.3531,0.0194375,32,200,10,2,0.004,1297,9073006,6220,199,1
30.3628,0.0358219,32,200,10,2,0.008,2528,9716110,11463,190,2
31.184,0.0437469,32,200,10,2,0.016,5169,9978881,13999,105,2
31.5985,0.0820906,32,200,10,2,0.032,10247,10111514,26269,54,3
6.31218,0.00760625,32,200,10,4,0.001,264,2019898,2434,199,1
19.0048,0.00626562,32,200,10,4,0.002,667,6081528,2005,199,1
28.4173,0.0179063,32,200,10,4,0.004,1317,9093547,5730,199,2
30.3008,0.0283563,32,200,10,4,0.008,2553,9696256,9074,185,2
31.2742,0.0435125,32,200,10,4,0.016,5123,10007759,13924,98,2
31.5531,0.0730437,32,200,10,4,0.032,10247,10096979,23374,53,4
4.07662,0.0129031,32,200,10,8,0.001,181,1304519,4129,199,1
17.4618,0.0054,32,200,10,8,0.002,644,5587792,1728,199,1
28.3566,0.0141344,32,200,10,8,0.004,1336,9074120,4523,199,1
30.3828,0.0180406,32,200,10,8,0.008,2579,9722493,5773,197,2
31.1511,0.0389344,32,200,10,8,0.016,5050,9968336,12459,111,2
31.5492,0.066975,32,200,10,8,0.032,10136,10095746,21432,56,3
6.30239,0.0130031,32,200,10,16,0.001,300,2016765,4161,199,1
16.0572,0.0024625,32,200,10,16,0.002,635,5138311,788,199,1
28.4245,0.0105188,32,200,10,16,0.004,1265,9095846,3366,199,1
30.0996,0.0193687,32,200,10,16,0.008,2525,9631887,6198,199,2
31.1419,0.0375844,32,200,10,16,0.016,5089,9965418,12027,120,3
31.4863,0.0723375,32,200,10,16,0.032,10125,10075623,23148,65,3
5.82495,0.0102469,32,200,10,32,0.001,299,1863983,3279,199,1
16.2434,0.00297188,32,200,10,32,0.002,636,5197894,951,199,1
27.7472,0.0142844,32,200,10,32,0.004,1307,8879101,4571,199,1
30.2032,0.0231469,32,200,10,32,0.008,2551,9665009,7407,196,2
30.8813,0.033375,32,200,10,32,0.016,5137,9882028,10680,123,2
31.4095,0.0733906,32,200,10,32,0.032,10332,10051036,23485,68,3
4.28789,0.000834375,32,200,10,64,0.001,197,1372124,267,199,1
17.4632,0.0034875,32,200,10,64,0.002,700,5588218,1116,199,1
27.4101,0.0103844,32,200,10,64,0.004,1297,8771233,3323,199,2
29.9046,0.01675,32,200,10,64,0.008,2615,9569457,5360,199,2
30.7146,0.0323687,32,200,10,64,0.016,5171,9828677,10358,131,2
31.119,0.0709625,32,200,10,64,0.032,10365,9958094,22708,70,3
4.68621,0.0102438,32,200,10,128,0.001,278,1499587,3278,199,1
11.6775,0.0101687,32,200,10,128,0.002,572,3736805,3254,199,1
25.8237,0.0104937,32,200,10,128,0.004,1295,8263585,3358,199,2
29.1226,0.019575,32,200,10,128,0.008,2593,9319245,6264,199,2
30.2515,0.0384656,32,200,10,128,0.016,5209,9680491,12309,145,2
30.6686,0.0690313,32,200,10,128,0.032,10429,9813936,22090,92,3
11.1784,0.0127344,32,200,15,1,0.001,304,3577096,4075,199,1
25.3503,0.0172781,32,200,15,1,0.002,688,8112086,5529,199,1
28.8543,0.0346844,32,200,15,1,0.004,1268,9233381,11099,199,1
30.4952,0.0450906,32,200,15,1,0.008,2569,9758473,14429,132,2
31.2209,0.0675063,32,200,15,1,0.016,5029,9990699,21602,93,3
31.5168,0.115497,32,200,15,1,0.032,10176,10085392,36959,35,4
10.979,0.00922188,32,200,15,2,0.001,335,3513267,2951,199,1
22.7279,0.0155594,32,200,15,2,0.002,604,7272935,4979,199,1
28.4146,0.0261375,32,200,15,2,0.004,1226,9092658,8364,199,1
30.3396,0.0426437,32,200,15,2,0.008,2563,9708688,13646,140,2
31.2086,0.0691312,32,200,15,2,0.016,5037,9986745,22122,67,3
31.5937,0.114891,32,200,15,2,0.032,10290,10109990,36765,36,5
10.5114,0.0118344,32,200,15,4,0.001,319,3363647,3787,199,1
23.924,0.0205969,32,200,15,4,0.002,652,7655682,6591,199,2
28.8774,0.0231906,32,200,15,4,0.004,1320,9240779,7421,199,2
30.3894,0.0343156,32,200,15,4,0.008,2566,9724610,10981,127,2
31.1815,0.0585719,32,200,15,4,0.016,5001,9978075,18743,65,4
31.5812,0.109653,32,200,15,4,0.032,10289,10105974,35089,40,3
12.3954,0.00488437,32,200,15,8,0.001,355,3966519,1563,199,1
23.8258,0.0150625,32,200,15,8,0.002,642,7624248,4820,199,1
29.2189,0.0144813,32,200,15,8,0.004,1285,9350037,4634,199,1
30.355,0.0352969,32,200,15,8,0.008,2532,9713592,11295,155,2
31.196,0.0653281,32,200,15,8,0.016,5104,9982735,20905,104,3
31.5326,0.104269,32,200,15,8,0.032,10293,10090422,33366,44,4
12.0702,0.0106875,32,200,15,16,0.001,319,3862473,3420,199,1
22.5855,0.00982813,32,200,15,16,0.002,631,7227359,3145,199,1
28.9816,0.0130781,32,200,15,16,0.004,1356,9274121,4185,199,1
30.3306,0.0266125,32,200,15,16,0.008,2549,9705806,8516,136,2
31.1954,0.0551406,32,200,15,16,0.016,5095,9982544,17645,74,3
31.5413,0.105847,32,200,15,16,0.032,10107,10093202,33871,40,4
9.66436,0.00143125,32,200,15,32,0.001,259,3092594,458,199,1
23.7549,0.0092,32,200,15,32,0.002,645,7601582,2944,199,1
28.3359,0.0148063,32,200,15,32,0.004,1314,9067501,4738,199,2
29.8827,0.0289906,32,200,15,32,0.008,2515,9562463,9277,139,2
30.8708,0.0551062,32,200,15,32,0.016,5169,9878672,17634,77,4
31.2726,0.0979,32,200,15,32,0.032,9988,10007224,31328,44,3
11.2649,0.00580625,32,200,15,64,0.001,356,3604757,1858,199,1
21.9592,0.00689687,32,200,15,64,0.002,671,7026935,2207,199,1
28.9923,0.0112594,32,200,15,64,0.004,1296,9277543,3603,198,1
29.7578,0.0260531,32,200,15,64,0.008,2519,9522508,8337,171,3
30.6978,0.0537094,32,200,15,64,0.016,5140,9823309,17187,79,3
31.0716,0.105131,32,200,15,64,0.032,10239,9942907,33642,50,4
10.0278,0.00595313,32,200,15,128,0.001,340,3208902,1905,199,1
21.6401,0.0117281,32,200,15,128,0.002,655,6924819,3753,199,2
27.7712,0.0124063,32,200,15,128,0.004,1311,8886792,3970,199,1
29.312,0.03335,32,200,15,128,0.008,2661,9379833,10672,147,2
30.1468,0.0593375,32,200,15,128,0.016,5138,9646967,18988,96,3
30.6868,0.1021,32,200,15,128,0.032,10197,9819772,32672,64,4
12.7984,0.0256281,32,200,20,1,0.001,301,4095478,8201,199,1
25.2562,0.0175656,32,200,20,1,0.002,666,8081978,5621,199,1
28.8004,0.0358313,32,200,20,1,0.004,1285,9216131,11466,160,1
30.5357,0.0493156,32,200,20,1,0.008,2528,9771411,15781,95,2
31.1227,0.086125,32,200,20,1,0.016,5109,9959254,27560,52,3
31.6362,0.159616,32,200,20,1,0.032,10251,10123589,51077,26,4
14.425,0.022425,32,200,20,2,0.001,307,4616012,7176,199,1
25.9715,0.026875,32,200,20,2,0.002,673,8310877,8600,199,2
29.1245,0.0336219,32,200,20,2,0.004,1280,9319832,10759,181,2
30.3388,0.0536656,32,200,20,2,0.008,2526,9708406,17173,96,2
31.2677,0.0906031,32,200,20,2,0.016,5154,10005651,28993,49,3
31.6043,0.149753,32,200,20,2,0.032,10211,10113378,47921,25,4
15.5049,0.025525,32,200,20,4,0.001,323,4961557,8168,199,1
24.5342,0.0160687,32,200,20,4,0.002,618,7850954,5142,199,1
29.0858,0.0450094,32,200,20,4,0.004,1321,9307442,14403,185,2
30.2423,0.0495281,32,200,20,4,0.008,2489,9677549,15849,95,2
31.1614,0.0820594,32,200,20,4,0.016,5071,9971657,26259,57,3
31.5888,0.146422,32,200,20,4,0.032,10293,10108429,46855,27,5
14.2052,0.00912188,32,200,20,8,0.001,298,4545650,2919,199,1
25.472,0.0172625,32,200,20,8,0.002,655,8151024,5524,199,1
28.6764,0.0226062,32,200,20,8,0.004,1327,9176443,7234,155,1
30.4637,0.0477625,32,200,20,8,0.008,2621,9748379,15284,110,2
31.0898,0.0825375,32,200,20,8,0.016,5159,9948739,26412,50,4
31.5338,0.136694,32,200,20,8,0.032,10146,10090822,43742,28,5
15.4592,0.0127406,32,200,20,16,0.001,328,4946944,4077,199,1
24.4433,0.0179656,32,200,20,16,0.002,614,7821847,5749,199,1
29.2179,0.02025,32,200,20,16,0.004,1257,9349714,6480,184,2
30.2008,0.0334531,32,200,20,16,0.008,2542,9664272,10705,104,3
30.9754,0.0658531,32,200,20,16,0.016,5121,9912132,21073,56,3
31.4635,0.131663,32,200,20,16,0.032,10284,10068326,42132,30,4
14.5282,0.00465,32,200,20,32,0.001,323,4649012,1488,199,1
24.5075,0.0129156,32,200,20,32,0.002,633,7842395,4133,199,1
28.2028,0.0135125,32,200,20,32,0.004,1273,9024910,4324,196,2
30.2772,0.0413062,32,200,20,32,0.008,2671,9688705,13218,99,2
30.9329,0.0726281,32,200,20,32,0.016,5043,9898526,23241,60,3
31.3772,0.126219,32,200,20,32,0.032,10269,10040705,40390,34,5
15.0885,0.00194688,32,200,20,64,0.001,341,4828313,623,199,1
23.2347,0.007,32,200,20,64,0.002,608,7435095,2240,199,1
27.6365,0.0256,32,200,20,64,0.004,1255,8843673,8192,194,2
29.8699,0.0361031,32,200,20,64,0.008,2561,9558361,11553,98,2
30.6373,0.0769969,32,200,20,64,0.016,5011,9803942,24639,66,3
31.1382,0.137425,32,200,20,64,0.032,10206,9964226,43976,39,4
12.4968,0.00119375,32,200,20,128,0.001,314,3998991,382,199,1
24.0104,0.0158125,32,200,20,128,0.002,654,7683324,5060,199,1
27.5035,0.0158562,32,200,20,128,0.004,1278,8801131,5074,199,2
29.3517,0.0362531,32,200,20,128,0.008,2570,9392532,11601,135,3
30.1578,0.0717,32,200,20,128,0.016,5071,9650500,22944,77,3
30.7086,0.133897,32,200,20,128,0.032,10234,9826758,42847,50,4
17.1337,0.0280125,32,200,25,1,0.001,343,5482792,8964,199,1
25.7466,0.0271969,32,200,25,1,0.002,634,8238921,8703,199,1
28.9993,0.0293656,32,200,25,1,0.004,1293,9279762,9397,146,2
30.4025,0.0601719,32,200,25,1,0.008,2508,9728813,19255,84,2
31.3383,0.114134,32,200,25,1,0.016,5116,10028248,36523,43,3
31.6307,0.183053,32,200,25,1,0.032,10288,10121839,58577,21,5
16.4244,0.0221,32,200,25,2,0.001,303,5255810,7072,199,1
25.7758,0.0276312,32,200,25,2,0.002,644,8248268,8842,199,1
28.8537,0.022525,32,200,25,2,0.004,1224,9233188,7208,151,2
30.3995,0.0556437,32,200,25,2,0.008,2572,9727840,17806,82,2
31.2868,0.101584,32,200,25,2,0.016,5173,10011772,32507,44,3
31.5747,0.176284,32,200,25,2,0.032,10203,10103914,56411,27,4
17.3541,0.01845,32,200,25,4,0.001,313,5553327,5904,199,1
26.0133,0.0264094,32,200,25,4,0.002,624,8324251,8451,199,2
29.0912,0.0375656,32,200,25,4,0.004,1356,9309170,12021,140,2
30.4593,0.0715062,32,200,25,4,0.008,2613,9746964,22882,75,2
31.0772,0.103734,32,200,25,4,0.016,5198,9944691,33195,40,3
31.5744,0.169397,32,200,25,4,0.032,10410,10103803,54207,21,5
16.5455,0.0146687,32,200,25,8,0.001,318,5294574,4694,199,1
25.5184,0.0185969,32,200,25,8,0.002,638,8165894,5951,199,1
28.7974,0.0376,32,200,25,8,0.004,1278,9215157,12032,167,3
30.4005,0.0578219,32,200,25,8,0.008,2647,9728169,18503,77,2
31.2059,0.0980937,32,200,25,8,0.016,5242,9985892,31390,46,4
31.5599,0.170553,32,200,25,8,0.032,10379,10099179,54577,25,5
16.3132,0.008575,32,200,25,16,0.001,309,5220216,2744,199,1
25.9498,0.00735625,32,200,25,16,0.002,641,8303945,2354,199,1
28.8192,0.0236344,32,200,25,16,0.004,1330,9222143,7563,154,2
30.2629,0.0419969,32,200,25,16,0.008,2543,9684130,13439,70,2
31.0691,0.0881563,32,200,25,16,0.016,5220,9942114,28210,39,3
31.5171,0.160572,32,200,25,16,0.032,10322,10085469,51383,26,4
15.3191,0.0052125,32,200,25,32,0.001,304,4902111,1668,199,1
26.2749,0.0135406,32,200,25,32,0.002,634,8407969,4333,199,1
28.7421,0.0175156,32,200,25,32,0.004,1225,9197482,5605,157,2
29.9678,0.0509656,32,200,25,32,0.008,2452,9589709,16309,95,2
30.8465,0.0893063,32,200,25,32,0.016,5020,9870873,28578,46,3
31.3066,0.156953,32,200,25,32,0.032,10155,10018098,50225,27,4
16.0516,0.00403437,32,200,25,64,0.001,322,5136503,1291,199,1
24.6634,0.0178656,32,200,25,64,0.002,625,7892285,5717,199,1
28.1229,0.028375,32,200,25,64,0.004,1258,8999337,9080,196,2
29.9166,0.0468531,32,200,25,64,0.008,2683,9573313,14993,82,2
30.7325,0.0867125,32,200,25,64,0.016,5088,9834384,27748,51,3
31.0745,0.163453,32,200,25,64,0.032,10214,9943834,52305,33,5
14.7261,0.00688438,32,200,25,128,0.001,322,4712355,2203,199,1
24.9198,0.0188875,32,200,25,128,0.002,659,7974329,6044,199,2
27.7642,0.0230563,32,200,25,128,0.004,1275,8884560,7378,162,2
29.1076,0.049675,32,200,25,128,0.008,2606,9314441,15896,84,2
30.219,0.0821375,32,200,25,128,0.016,4972,9670087,26284,60,3
30.7498,0.163728,32,200,25,128,0.032,10271,9839949,52393,40,4
19.1449,0.0268344,32,200,30,1,0.001,319,6126366,8587,199,1
25.238,0.0289125,32,200,30,1,0.002,646,8076145,9252,194,1
29.1176,0.0528125,32,200,30,1,0.004,1269,9317625,16900,108,2
30.5117,0.0726406,32,200,30,1,0.008,2610,9763740,23245,62,3
31.2391,0.125962,32,200,30,1,0.016,5014,9996515,40308,33,4
31.5835,0.220422,32,200,30,1,0.032,10391,10106716,70535,17,6
20.3339,0.01935,32,200,30,2,0.001,343,6506856,6192,199,1
25.9748,0.0363,32,200,30,2,0.002,660,8311945,11616,197,1
28.88,0.0457875,32,200,30,2,0.004,1280,9241615,14652,139,2
30.4223,0.0678906,32,200,30,2,0.008,2525,9735125,21725,70,2
31.213,0.123178,32,200,30,2,0.016,5056,9988149,39417,31,4
31.5751,0.201978,32,200,30,2,0.032,10244,10104045,64633,19,4
19.8414,0.0200812,32,200,30,4,0.001,335,6349233,6426,199,1
26.3591,0.029575,32,200,30,4,0.002,649,8434916,9464,197,2
28.857,0.0436344,32,200,30,4,0.004,1303,9234233,13963,141,2
30.4902,0.0706844,32,200,30,4,0.008,2570,9756878,22619,69,2
31.203,0.113306,32,200,30,4,0.016,5108,9984959,36258,41,3
31.5742,0.203391,32,200,30,4,0.032,10228,10103730,65085,21,5
18.2584,0.0118094,32,200,30,8,0.001,324,5842680,3779,199,1
26.1336,0.0289625,32,200,30,8,0.002,648,8362765,9268,197,1
29.3065,0.0384687,32,200,30,8,0.004,1355,9378083,12310,109,2
30.2094,0.0729344,32,200,30,8,0.008,2532,9667005,23339,66,3
31.0964,0.120169,32,200,30,8,0.016,5127,9950839,38454,34,3
31.5613,0.189722,32,200,30,8,0.032,10280,10099601,60711,24,5
18.7146,0.00935312,32,200,30,16,0.001,331,5988673,2993,199,1
25.5129,0.0288375,32,200,30,16,0.002,636,8164139,9228,196,2
29.1567,0.0361406,32,200,30,16,0.004,1279,9330130,11565,120,2
30.2439,0.0576625,32,200,30,16,0.008,2630,9678061,18452,67,3
31.0674,0.115328,32,200,30,16,0.016,5116,9941563,36905,33,4
31.4725,0.185934,32,200,30,16,0.032,10169,10071212,59499,22,5
17.2407,8.4375e-05,32,200,30,32,0.001,317,5517028,27,199,1
25.3145,0.0133281,32,200,30,32,0.002,612,8100644,4265,198,1
28.081,0.0264125,32,200,30,32,0.004,1275,8985924,8452,114,1
30.1624,0.0589875,32,200,30,32,0.008,2609,9651964,18876,75,3
30.9402,0.108106,32,200,30,32,0.016,5120,9900878,34594,41,4
31.3062,0.190469,32,200,30,32,0.032,10390,10017998,60950,22,5
18.9579,0.00405,32,200,30,64,0.001,331,6066542,1296,199,1
25.7738,0.0160781,32,200,30,64,0.002,698,8247622,5145,181,1
28.0322,0.03215,32,200,30,64,0.004,1301,8970312,10288,110,2
29.974,0.0557656,32,200,30,64,0.008,2504,9591689,17845,70,3
30.7396,0.104384,32,200,30,64,0.016,5092,9836666,33403,45,4
31.1207,0.188347,32,200,30,64,0.032,10280,9958631,60271,25,5
17.6953,0.0173156,32,200,30,128,0.001,325,5662482,5541,199,1
24.4621,0.0183656,32,200,30,128,0.002,633,7827886,5877,199,1
27.7108,0.0253187,32,200,30,128,0.004,1283,8867471,8102,153,3
29.2726,0.0618719,32,200,30,128,0.008,2700,9367218,19799,76,2
30.1574,0.102728,32,200,30,128,0.016,5100,9650383,32873,47,5
30.7644,0.185506,32,200,30,128,0.032,10307,9844608,59362,33,5
1.91202,0.0750031,32,250,4,1,0.001,138,611848,24001,249,1
5.77303,0.0139313,32,250,4,1,0.002,494,1847370,4458,249,1
18.3192,0.0131344,32,250,4,1,0.004,1299,5862129,4203,249,1
29.9914,0.0153563,32,250,4,1,0.008,2571,9597263,4914,249,1
31.1785,0.0225406,32,250,4,1,0.016,4981,9977130,7213,249,1
31.613,0.0333125,32,250,4,1,0.032,10237,10116163,10660,139,2
2.01623,0.0996312,32,250,4,2,0.001,147,645195,31882,249,2
6.26403,0.00465938,32,250,4,2,0.002,557,2004490,1491,249,1
18.9464,0.00613125,32,250,4,2,0.004,1270,6062854,1962,249,1
29.7603,0.00823438,32,250,4,2,0.008,2519,9523295,2635,249,1
31.1012,0.0167781,32,250,4,2,0.016,5016,9952388,5369,239,2
31.5501,0.0297063,32,250,4,2,0.032,10236,10096039,9506,142,2
2.04614,0.0827969,32,250,4,4,0.001,131,654764,26495,249,2
5.3254,0.0215,32,250,4,4,0.002,411,1704128,6880,249,2
18.9491,0.00740625,32,250,4,4,0.004,1330,6063710,2370,249,1
29.5389,0.00455937,32,250,4,4,0.008,2520,9452434,1459,249,1
31.2145,0.0114063,32,250,4,4,0.016,5143,9988636,3650,234,2
31.5345,0.0255094,32,250,4,4,0.032,10065,10091033,8163,164,3
1.95614,0.0763219,32,250,4,8,0.001,117,625966,24423,249,3
5.18832,0.0185,32,250,4,8,0.002,409,1660263,5920,249,1
19.2234,0.00329375,32,250,4,8,0.004,1320,6151481,1054,249,1
29.5563,0.00729375,32,250,4,8,0.008,2654,9458017,2334,249,2
31.0787,0.0129313,32,250,4,8,0.016,5133,9945178,4138,249,2
31.5352,0.0232969,32,250,4,8,0.032,10289,10091252,7455,147,2
2.23728,0.0960875,32,250,4,16,0.001,137,715930,30748,249,2
5.14937,0.00932187,32,250,4,16,0.002,463,1647798,2983,249,2
16.9111,0.0053625,32,250,4,16,0.004,1262,5411565,1716,249,1
29.187,0.0055125,32,250,4,16,0.008,2526,9339831,1764,249,1
31.0523,0.0135094,32,250,4,16,0.016,5170,9936729,4323,242,1
31.4631,0.0237969,32,250,4,16,0.032,10134,10068196,7615,146,2
2.12346,0.112187,32,250,4,32,0.001,164,679508,35900,249,4
5.99208,0.00493438,32,250,4,32,0.002,455,1917466,1579,249,1
17.4788,0.00313125,32,250,4,32,0.004,1318,5593210,1002,249,1
28.5631,0.00757188,32,250,4,32,0.008,2552,9140192,2423,249,1
31.028,0.0132813,32,250,4,32,0.016,5123,9928944,4250,249,2
31.3782,0.0258375,32,250,4,32,0.032,10156,10041033,8268,164,2
2.28777,0.0474312,32,250,4,64,0.001,173,732086,15178,249,2
5.649,0.0112656,32,250,4,64,0.002,479,1807679,3605,249,2
14.1946,0.00145,32,250,4,64,0.004,1278,4542283,464,249,1
26.9856,0.00628438,32,250,4,64,0.008,2550,8635400,2011,249,1
30.7363,0.0118094,32,250,4,64,0.016,5237,9835627,3779,249,1
31.1325,0.0243938,32,250,4,64,0.032,10218,9962391,7806,188,2
1.68672,0.0663281,32,250,4,128,0.001,126,539751,21225,249,2
3.95147,0.00305312,32,250,4,128,0.002,426,1264470,977,249,1
11.2896,0.0065875,32,250,4,128,0.004,1312,3612680,2108,249,1
21.9946,0.00505,32,250,4,128,0.008,2487,7038276,1616,249,2
30.0028,0.0131937,32,250,4,128,0.016,5078,9600888,4222,249,1
30.682,0.0268156,32,250,4,128,0.032,10234,9818233,8581,245,2
6.55366,0.0132219,32,250,8,1,0.001,294,2097171,4231,249,1
19.2556,0.0163781,32,250,8,1,0.002,666,6161778,5241,249,1
27.8123,0.0154844,32,250,8,1,0.004,1253,8899940,4955,249,1
30.4671,0.0219344,32,250,8,1,0.008,2572,9749479,7019,245,3
31.233,0.0386281,32,250,8,1,0.016,4955,9994569,12361,131,2
31.6756,0.0675719,32,250,8,1,0.032,10406,10136189,21623,63,3
5.30715,0.0125344,32,250,8,2,0.001,266,1698289,4011,249,1
16.8222,0.0188094,32,250,8,2,0.002,625,5383116,6019,249,1
28.7863,0.0199094,32,250,8,2,0.004,1335,9211630,6371,249,1
30.1286,0.0278406,32,250,8,2,0.008,2519,9641161,8909,223,1
31.2118,0.0382094,32,250,8,2,0.016,5227,9987780,12227,125,2
31.5651,0.0634125,32,250,8,2,0.032,10296,10100822,20292,66,3
6.64141,0.00329687,32,250,8,4,0.001,307,2125252,1055,249,1
18.3114,0.00464062,32,250,8,4,0.002,629,5859644,1485,249,1
28.4157,0.0137125,32,250,8,4,0.004,1343,9093033,4388,249,1
30.3985,0.0169781,32,250,8,4,0.008,2530,9727519,5433,224,2
31.2182,0.0296,32,250,8,4,0.016,5095,9989817,9472,130,3
31.5546,0.0602625,32,250,8,4,0.032,10144,10097468,19284,79,3
6.68818,0.0038375,32,250,8,8,0.001,268,2140219,1228,249,1
17.6164,0.00412813,32,250,8,8,0.002,663,5637232,1321,249,1
28.7947,0.0110281,32,250,8,8,0.004,1258,9214306,3529,249,2
30.2896,0.015375,32,250,8,8,0.008,2570,9692665,4920,234,2
31.0852,0.0291875,32,250,8,8,0.016,5076,9947268,9340,126,2
31.52,0.0525188,32,250,8,8,0.032,10166,10086394,16806,80,4
6.52289,0.00315313,32,250,8,16,0.001,270,2087326,1009,249,1
16.0975,0.00110625,32,250,8,16,0.002,603,5151186,354,249,1
27.9978,0.00676562,32,250,8,16,0.004,1278,8959302,2165,249,1
30.1355,0.0152719,32,250,8,16,0.008,2552,9643361,4887,249,1
31.0581,0.0295437,32,250,8,16,0.016,5223,9938582,9454,141,2
31.4166,0.0564406,32,250,8,16,0.032,10319,10053319,18061,75,3
5.54181,0.0125594,32,250,8,32,0.001,256,1773378,4019,249,1
18.4447,0.00549687,32,250,8,32,0.002,675,5902290,1759,249,1
27.5596,0.00819688,32,250,8,32,0.004,1273,8819064,2623,249,1
30.0994,0.0120812,32,250,8,32,0.008,2596,9631804,3866,231,2
30.9711,0.0302937,32,250,8,32,0.016,5043,9910765,9694,146,2
31.3455,0.0531344,32,250,8,32,0.032,10218,10030568,17003,89,3
5.66142,0.00737187,32,250,8,64,0.001,272,1811654,2359,249,1
16.128,0.00437813,32,250,8,64,0.002,620,5160958,1401,249,1
27.0288,0.0104219,32,250,8,64,0.004,1304,8649215,3335,249,1
29.7821,0.0186437,32,250,8,64,0.008,2595,9530269,5966,248,1
30.7269,0.0268313,32,250,8,64,0.016,5032,9832608,8586,154,2
31.1538,0.0558937,32,250,8,64,0.032,10176,9969231,17886,99,3
4.96093,0.000815625,32,250,8,128,0.001,247,1587497,261,249,1
13.6707,0.00316875,32,250,8,128,0.002,631,4374614,1014,249,1
25.4538,0.0072875,32,250,8,128,0.004,1297,8145209,2332,249,1
29.4336,0.0141094,32,250,8,128,0.008,2587,9418764,4515,249,1
30.2319,0.0268406,32,250,8,128,0.016,5015,9674205,8589,174,2
30.7474,0.0510563,32,250,8,128,0.032,10195,9839184,16338,121,3
11.9287,0.0160219,32,250,12,1,0.001,313,3817179,5127,249,1
22.8357,0.0156281,32,250,12,1,0.002,649,7307418,5001,249,1
29.0681,0.0183781,32,250,12,1,0.004,1285,9301792,5881,249,1
30.4054,0.0391875,32,250,12,1,0.008,2548,9729734,12540,145,2
31.1024,0.0643469,32,250,12,1,0.016,5081,9952782,20591,82,3
31.6618,0.0986781,32,250,12,1,0.032,10284,10131775,31577,53,3
6.92682,0.00967188,32,250,12,2,0.001,185,2216583,3095,249,1
24.0081,0.025325,32,250,12,2,0.002,610,7682593,8104,249,1
29.095,0.0300656,32,250,12,2,0.004,1280,9310409,9621,248,2
30.4182,0.032125,32,250,12,2,0.008,2618,9733819,10280,170,3
31.0982,0.0522688,32,250,12,2,0.016,5197,9951416,16726,104,3
31.558,0.0949562,32,250,12,2,0.032,10432,10098574,30386,54,3
10.8938,0.0142312,32,250,12,4,0.001,315,3486022,4554,249,1
23.3995,0.0121688,32,250,12,4,0.002,629,7487844,3894,249,1
29.1032,0.0201687,32,250,12,4,0.004,1283,9313030,6454,249,1
30.3986,0.0306125,32,250,12,4,0.008,2616,9727537,9796,172,2
31.2434,0.0488344,32,250,12,4,0.016,5098,9997893,15627,80,3
31.5973,0.0954688,32,250,12,4,0.032,10304,10111129,30550,51,3
